cik,gvkey,conm,DATADATE1,DATADATE2,SOURCE,coname,FNDATE,LNDATE,N10K,N10K_NT,N10K_A,N10Q,N10Q_NT,N10Q_A,NDEF,N8K,NTOT,FLAG
0001316835,163036,BUILDERS FIRSTSOURCE,31DEC2004,31DEC2018,COMPN,"BUILDERS FIRSTSOURCE, INC.",14FEB2005,05FEB2020,14,0,0,43,0,0,29,153,939,3
0001303849,163041,AVANTAIR INC,30JUN2007,30JUN2012,COMPN,"AVANTAIR, INC",06DEC2004,20JUN2019,13,2,2,29,2,2,14,113,571,3
0001303849,163041,AVANTAIR INC,30JUN2007,30JUN2012,COMPN,"AVANTAIR, INC",06DEC2004,20JUN2019,13,2,2,29,2,2,14,113,571,3
0001032462,163042,TRUSTREET PROPERTIES INC,31DEC2003,31DEC2005,COMPN,"FF-TSY HOLDING CO II, LLC",07FEB1997,12FEB2008,17,1,6,30,0,3,17,98,401,2
0001032462,163042,TRUSTREET PROPERTIES INC,31DEC2003,31DEC2005,COMPN,"FF-TSY HOLDING CO II, LLC",07FEB1997,12FEB2008,17,1,6,30,0,3,17,98,401,2
0001032462,163042,TRUSTREET PROPERTIES INC,31DEC2003,31DEC2005,COMPN,"FF-TSY HOLDING CO II, LLC",07FEB1997,12FEB2008,17,1,6,30,0,3,17,98,401,2
0001316925,163048,IVIVI TECHNOLOGIES INC,31MAR2006,31MAR2009,COMPN,"MONTVALE TECHNOLOGIES, INC.",11FEB2005,15MAR2010,5,1,1,16,4,2,5,43,207,2
0001316925,163048,IVIVI TECHNOLOGIES INC,31MAR2006,31MAR2009,COMPN,"MONTVALE TECHNOLOGIES, INC.",11FEB2005,15MAR2010,5,1,1,16,4,2,5,43,207,2
0001294017,163049,JER INVESTORS TRUST INC,31DEC2004,31DEC2009,COMPN,JER INVESTORS TRUST INC,14JUN2004,20DEC2010,8,2,1,14,0,0,4,62,293,3
0001316691,163050,COFFEYVILLE RESOURCES -REDH,31DEC2002,31DEC2003,COMPN,"COFFEYVILLE RESOURCES, INC.",11FEB2005,06JUL2005,0,0,0,0,0,0,0,0,3,3
0001318484,163051,CITI TRENDS INC,31JAN2004,31JAN2019,COMPN,CITI TRENDS INC,28FEB2005,05FEB2020,14,0,0,46,0,2,32,129,806,3
0001777765,163058,VIQ SOLUTIONS INC,31DEC2010,31DEC2018,COMPN,VIQ SOLUTIONS INC.,24MAY2019,24MAY2019,0,0,0,0,0,0,0,0,1,3
0001318885,163060,DIANA SHIPPING INC,31DEC2002,31DEC2018,COMPN,DIANA SHIPPING INC.,01MAR2005,04FEB2020,0,0,0,0,0,0,0,0,743,3
0001297341,163069,KENTUCKY FIRST FEDERAL BNCRP,30JUN2003,30JUN2019,COMPN,KENTUCKY FIRST FEDERAL BANCORP,16JUL2004,10JAN2020,18,1,1,53,5,4,16,124,337,3
0001297341,163069,KENTUCKY FIRST FEDERAL BNCRP,30JUN2003,30JUN2019,COMPN,KENTUCKY FIRST FEDERAL BANCORP,16JUL2004,10JAN2020,18,1,1,53,5,4,16,124,337,3
0000913275,163087,SOLEXA INC,31DEC2001,31DEC2005,COMPN,"SOLEXA, INC.",22MAR1996,14OCT2008,16,0,6,39,2,5,13,60,431,3
0000913275,163087,SOLEXA INC,31DEC2001,31DEC2005,COMPN,"SOLEXA, INC.",22MAR1996,14OCT2008,16,0,6,39,2,5,13,60,431,3
0001292087,163088,LOTUS PHARMACEUTICALS INC,31DEC2006,31DEC2010,COMPN,"LOTUS PHARMACEUTICALS, INC.",10SEP2004,11MAY2012,14,5,2,32,7,4,4,40,168,3
0001292087,163088,LOTUS PHARMACEUTICALS INC,31DEC2006,31DEC2010,COMPN,"LOTUS PHARMACEUTICALS, INC.",10SEP2004,11MAY2012,14,5,2,32,7,4,4,40,168,3
0001028318,163102,MICRUS ENDOVASCULAR CORP,31MAR2001,31MAR2010,COMPN,MICRUS ENDOVASCULAR CORP,11JUN2002,29SEP2010,6,0,1,16,0,0,14,58,385,3
0001028318,163102,MICRUS ENDOVASCULAR CORP,31MAR2001,31MAR2010,COMPN,MICRUS ENDOVASCULAR CORP,11JUN2002,29SEP2010,6,0,1,16,0,0,14,58,385,3
0000916075,163113,KOPPERS HOLDINGS INC,31DEC2003,31DEC2018,CUSIP,KOPPERS INC,08MAY1996,15DEC2016,13,0,0,41,0,0,0,49,168,3
0000916075,163113,KOPPERS HOLDINGS INC,31DEC2003,31DEC2018,CUSIP,KOPPERS INC,08MAY1996,15DEC2016,13,0,0,41,0,0,0,49,168,3
0001315257,163113,KOPPERS HOLDINGS INC,31DEC2003,31DEC2018,COMPN,KOPPERS HOLDINGS INC.,14FEB2005,04FEB2020,15,0,1,44,0,0,13,135,1341,3
0001315257,163113,KOPPERS HOLDINGS INC,31DEC2003,31DEC2018,COMPN,KOPPERS HOLDINGS INC.,14FEB2005,04FEB2020,15,0,1,44,0,0,13,135,1341,3
0001162245,163117,FPB BANCORP INC,31DEC2003,31DEC2010,COMPN,FPB BANCORP INC,16NOV2001,08AUG2014,13,1,2,29,0,1,10,33,372,3
0001319161,163118,WARNER MUSIC GROUP CORP,30NOV2003,30SEP2019,COMPN,WARNER MUSIC GROUP CORP.,11MAR2005,27NOV2019,14,0,0,44,0,0,16,191,529,3
0001205298,163120,WH INTERMEDIATE HLDGS LTD,31DEC1997,31DEC2003,COMPN,WH INTERMEDIATE HOLDINGS LTD,13NOV2002,07DEC2004,2,0,0,9,0,2,0,7,21,3
0001305409,163121,VALERA PHARMACEUTICALS INC,31DEC2000,31DEC2006,COMPN,VALERA PHARMACEUTICALS INC,06OCT2004,19APR2007,2,0,0,3,0,0,0,24,130,3
0001302863,163131,PREMIER COMMERCIAL BANCP/OR,31DEC2015,31DEC2017,COMPN,COLUMBIA COMMERCIAL BANCORP,10SEP2004,14FEB2014,0,0,0,0,0,0,0,0,6,2
0001201251,163136,SPONGETECH DELIVERY SYSTEMS,31MAY2005,31MAY2008,COMPN,SPONGETECH DELIVERY SYSTEMS INC,01NOV2002,13MAY2010,5,1,1,15,3,3,0,23,100,3
0001283236,163137,WLG INC,31DEC2005,31DEC2010,COMPN,WLG INC,12MAR2004,20MAY2011,8,0,1,21,2,0,0,50,99,3
0001283236,163137,WLG INC,31DEC2005,31DEC2010,COMPN,WLG INC,12MAR2004,20MAY2011,8,0,1,21,2,0,0,50,99,3
0001061588,163492,BERTUCCI'S CORP,31DEC2000,31DEC2006,COMPN,BERTUCCIS CORP,20MAY1998,13JUL2009,11,1,1,30,1,3,0,8,69,3
0001061588,163492,BERTUCCI'S CORP,31DEC2000,31DEC2006,COMPN,BERTUCCIS CORP,20MAY1998,13JUL2009,11,1,1,30,1,3,0,8,69,3
0001170652,163579,NUVIM INC,31DEC2003,31DEC2010,COMPN,NUVIM INC,19MAR2002,24JUN2010,6,3,0,17,3,3,3,11,121,3
0001302707,163586,HORIZON LINES INC,31DEC2003,31DEC2014,COMPN,"HORIZON LINES, INC.",09SEP2004,08JUL2015,14,2,2,32,0,3,24,168,785,3
0001302707,163586,HORIZON LINES INC,31DEC2003,31DEC2014,COMPN,"HORIZON LINES, INC.",09SEP2004,08JUL2015,14,2,2,32,0,3,24,168,785,3
0001479920,163587,TBS INTERNATIONAL PLC,31DEC2003,31DEC2010,COMPN,TBS INTERNATIONAL PLC,08JAN2010,16APR2012,2,0,0,6,0,0,2,52,168,3
0001319229,163594,TRANSMONTAIGNE PARTNERS LP,30JUN2003,31DEC2018,COMPN,TRANSMONTAIGNE PARTNERS LLC,09MAR2005,09AUG2019,17,1,1,42,0,0,4,203,837,3
0001319229,163594,TRANSMONTAIGNE PARTNERS LP,30JUN2003,31DEC2018,COMPN,TRANSMONTAIGNE PARTNERS LLC,09MAR2005,09AUG2019,17,1,1,42,0,0,4,203,837,3
0000778164,163595,PACIFIC ETHANOL INC,31DEC2005,31DEC2018,COMPN,"PACIFIC ETHANOL, INC.",16AUG1995,05FEB2020,41,7,10,92,12,5,35,220,1247,3
0000778164,163595,PACIFIC ETHANOL INC,31DEC2005,31DEC2018,COMPN,"PACIFIC ETHANOL, INC.",16AUG1995,05FEB2020,41,7,10,92,12,5,35,220,1247,3
0000778164,163595,PACIFIC ETHANOL INC,31DEC2005,31DEC2018,COMPN,"PACIFIC ETHANOL, INC.",16AUG1995,05FEB2020,41,7,10,92,12,5,35,220,1247,3
0000778164,163595,PACIFIC ETHANOL INC,31DEC2005,31DEC2018,COMPN,"PACIFIC ETHANOL, INC.",16AUG1995,05FEB2020,41,7,10,92,12,5,35,220,1247,3
0001309082,163596,CAMBER ENERGY INC,31MAR2007,31MAR2019,COMPN,"CAMBER ENERGY, INC.",17NOV2004,07FEB2020,21,5,2,49,4,2,28,256,726,3
0001309082,163596,CAMBER ENERGY INC,31MAR2007,31MAR2019,COMPN,"CAMBER ENERGY, INC.",17NOV2004,07FEB2020,21,5,2,49,4,2,28,256,726,3
0001309082,163596,CAMBER ENERGY INC,31MAR2007,31MAR2019,COMPN,"CAMBER ENERGY, INC.",17NOV2004,07FEB2020,21,5,2,49,4,2,28,256,726,3
0001571949,163610,INTERCONTINENTAL EXCHANGE,31DEC2003,31DEC2018,COMPN,"INTERCONTINENTAL EXCHANGE, INC.",20MAR2013,05FEB2020,6,0,0,20,0,1,15,88,747,3
0001571949,163610,INTERCONTINENTAL EXCHANGE,31DEC2003,31DEC2018,COMPN,"INTERCONTINENTAL EXCHANGE, INC.",20MAR2013,05FEB2020,6,0,0,20,0,1,15,88,747,3
0001294178,163611,COHEN&STEERS WRLDWD RLTY INC,,,COMPN,"COHEN & STEERS WORLDWIDE REALTY INCOME FUND, INC.",17JUN2004,17AUG2011,0,0,0,0,0,0,9,1,133,3
0001294178,163611,COHEN&STEERS WRLDWD RLTY INC,,,COMPN,"COHEN & STEERS WORLDWIDE REALTY INCOME FUND, INC.",17JUN2004,17AUG2011,0,0,0,0,0,0,9,1,133,3
0001285890,163612,VOYA GLB EQ DIV AND PREM OPP,,,COMPN,VOYA GLOBAL EQUITY DIVIDEND & PREMIUM OPPORTUNITY,08APR2004,28JAN2020,0,0,0,0,0,0,23,2,262,2
0001285890,163612,VOYA GLB EQ DIV AND PREM OPP,,,COMPN,VOYA GLOBAL EQUITY DIVIDEND & PREMIUM OPPORTUNITY,08APR2004,28JAN2020,0,0,0,0,0,0,23,2,262,2
0001285890,163612,VOYA GLB EQ DIV AND PREM OPP,,,COMPN,VOYA GLOBAL EQUITY DIVIDEND & PREMIUM OPPORTUNITY,08APR2004,28JAN2020,0,0,0,0,0,0,23,2,262,2
0001307155,163613,S&P 500 COVERED CALL FUND,,,COMPN,S&P 500 COVERED CALL FUND INC.,12NOV2004,22JUL2010,0,0,0,0,0,0,18,0,129,3
0001313510,163614,GAMCO GLOBAL GOLD NTRL RES,,,COMPN,"GAMCO GLOBAL GOLD, NATURAL RESOURCES & INCOME TRUS",12JAN2005,05FEB2020,0,0,0,0,0,0,25,4,401,3
0001313510,163614,GAMCO GLOBAL GOLD NTRL RES,,,COMPN,"GAMCO GLOBAL GOLD, NATURAL RESOURCES & INCOME TRUS",12JAN2005,05FEB2020,0,0,0,0,0,0,25,4,401,3
0001314966,163620,BLACKROCK HEALTH SCIENCES TR,,,COMPN,BLACKROCK HEALTH SCIENCES TRUST,21JAN2005,05FEB2020,0,0,0,0,0,0,25,5,444,3
0001313259,163621,NUVEEN TAX-ADVANTGD FLTG RT,,,COMPN,NUVEEN TAX-ADVANTAGED FLOATING RATE FUND,25JAN2005,06MAR2014,0,0,0,0,0,0,15,0,180,3
0001320947,163627,DIAMOND FOODS INC,31JUL2003,31JUL2015,COMPN,DIAMOND FOODS INC,25MAR2005,16MAR2016,17,1,5,36,4,1,11,184,897,3
0001319439,163628,ADAMS RESPIRATORY THERAPTCS,30JUN2000,30JUN2007,COMPN,"ADAMS RESPIRATORY THERAPEUTICS, INC.",25MAR2005,04FEB2009,3,0,0,7,0,0,3,56,474,3
0001319439,163628,ADAMS RESPIRATORY THERAPTCS,30JUN2000,30JUN2007,COMPN,"ADAMS RESPIRATORY THERAPEUTICS, INC.",25MAR2005,04FEB2009,3,0,0,7,0,0,3,56,474,3
0001265888,163629,NEUSTAR INC,31DEC2003,31DEC2016,COMPN,NEUSTAR INC,02OCT2003,14FEB2018,12,0,0,37,0,0,23,162,973,3
0001486058,163633,FEDFIRST FINANCIAL CORP,31DEC2003,31DEC2013,COMPN,FEDFIRST FINANCIAL CORP,12MAR2010,04NOV2014,4,0,0,13,0,0,7,56,251,3
0001145061,163644,GLOBAL ENERGY HOLDINGS GRP,31DEC2004,31DEC2008,COMPN,"GLOBAL ENERGY HOLDINGS GROUP, INC.",16JAN2003,30MAR2010,9,1,2,31,3,6,5,77,299,3
0001145061,163644,GLOBAL ENERGY HOLDINGS GRP,31DEC2004,31DEC2008,COMPN,"GLOBAL ENERGY HOLDINGS GROUP, INC.",16JAN2003,30MAR2010,9,1,2,31,3,6,5,77,299,3
0001145061,163644,GLOBAL ENERGY HOLDINGS GRP,31DEC2004,31DEC2008,COMPN,"GLOBAL ENERGY HOLDINGS GROUP, INC.",16JAN2003,30MAR2010,9,1,2,31,3,6,5,77,299,3
0001675192,163667,OTTAWA BANCORP INC,31DEC2003,31DEC2018,COMPN,OTTAWA BANCORP INC,06JUN2016,08JAN2020,3,0,0,11,0,0,3,27,126,3
0001286613,163668,LINCOLN EDUCATIONAL SERVICES,31DEC2003,31DEC2018,COMPN,LINCOLN EDUCATIONAL SERVICES CORP,29MAR2005,28JAN2020,15,0,1,43,0,0,14,120,820,3
0001317630,163669,ITC HOLDINGS CORP,31DEC2003,31DEC2018,COMPN,ITC HOLDINGS CORP.,29MAR2005,10JAN2020,15,0,1,44,0,1,36,295,1108,3
0001127393,163672,HEMOSENSE INC,30SEP2000,30SEP2006,COMPN,HEMOSENSE INC,04JUN2003,13DEC2010,2,0,0,7,0,0,7,32,256,3
0001493491,163673,HERITAGE FINANCIAL GP INC,31DEC2003,31DEC2014,COMPN,HERITAGE FINANCIAL GROUP INC,22JUN2010,16FEB2016,5,0,0,14,0,0,8,66,287,3
0001318568,163678,EVERI HOLDINGS INC,31DEC2003,31DEC2018,COMPN,EVERI HOLDINGS INC.,22MAR2005,07FEB2020,18,2,2,47,4,2,20,179,1390,3
0001318568,163678,EVERI HOLDINGS INC,31DEC2003,31DEC2018,COMPN,EVERI HOLDINGS INC.,22MAR2005,07FEB2020,18,2,2,47,4,2,20,179,1390,3
0001104042,163679,ADVANCED ANALOGIC TECH,31DEC2001,31DEC2010,COMPN,ADVANCED ANALOGIC TECHNOLOGIES INC,04APR2005,14FEB2013,8,0,2,23,1,2,7,65,578,3
0001649709,163680,CIFC LLC,31DEC2004,31DEC2015,COMPN,CIFC LLC,17AUG2015,07DEC2016,2,0,1,3,0,0,2,10,92,3
0001405049,163681,UNITED FINANCIAL BANCRP -OLD,31DEC2003,31DEC2013,COMPN,"UNITED FINANCIAL BANCORP, INC.",29JUN2007,05FEB2015,9,0,2,20,0,1,9,84,380,3
0001322439,163685,EAGLE BULK SHIPPING INC,31MAR2005,31DEC2018,COMPN,EAGLE BULK SHIPPING INC.,04APR2005,06JAN2020,22,2,6,44,0,1,32,241,749,3
0001419465,163692,STUDENT TRANSPORTATION INC,30JUN2005,30JUN2017,COMPN,STUDENT TRANSPORTATION INC.,14NOV2007,07MAY2018,0,0,0,0,0,0,0,0,355,3
0001419465,163692,STUDENT TRANSPORTATION INC,30JUN2005,30JUN2017,COMPN,STUDENT TRANSPORTATION INC.,14NOV2007,07MAY2018,0,0,0,0,0,0,0,0,355,3
0001621528,163712,PINE CLIFF ENERGY LTD,31DEC2011,31DEC2018,COMPN,PINE CLIFF ENERGY LTD.,07OCT2014,09DEC2015,0,0,0,0,0,0,0,0,2,3
0001311803,163719,PROPEX INC,31DEC2001,31DEC2006,COMPN,PROPEX INC.,15FEB2005,29JAN2008,3,0,0,9,0,0,0,45,63,3
0001311803,163719,PROPEX INC,31DEC2001,31DEC2006,COMPN,PROPEX INC.,15FEB2005,29JAN2008,3,0,0,9,0,0,0,45,63,3
0001318310,163720,EV3 INC,31DEC2000,31DEC2009,COMPN,EV3 INC.,05APR2005,22JUL2010,5,0,0,17,0,2,7,95,549,3
0001125294,163721,CRYOCOR INC,31DEC2001,31DEC2007,COMPN,CRYOCOR INC,25APR2003,23FEB2009,4,0,1,9,0,0,2,49,210,3
0001314552,163722,SECUNDA INTL LTD,30JUN2005,30JUN2005,COMPN,SECUNDA INTERNATIONAL LTD,07FEB2005,25OCT2006,0,0,0,0,0,0,0,0,11,3
0001787045,163743,ORGANIMAX NUTRIENT CORP,30JUN2008,30JUN2019,COMPN,ORGANIMAX NUTRIENT CORP.,06SEP2019,06SEP2019,0,0,0,0,0,0,0,0,1,3
0001320461,163765,COOPER-STANDARD HOLDINGS INC,31DEC2008,31DEC2018,COMPN,COOPER-STANDARD HOLDINGS INC.,31MAR2005,04FEB2020,16,0,2,44,0,0,13,171,923,3
0001315255,163768,GTT COMMUNICATIONS INC,31DEC2008,31DEC2018,COMPN,"GTT COMMUNICATIONS, INC.",26JAN2005,09JAN2020,19,1,4,48,1,3,22,168,1140,3
0001315255,163768,GTT COMMUNICATIONS INC,31DEC2008,31DEC2018,COMPN,"GTT COMMUNICATIONS, INC.",26JAN2005,09JAN2020,19,1,4,48,1,3,22,168,1140,3
0001315255,163768,GTT COMMUNICATIONS INC,31DEC2008,31DEC2018,COMPN,"GTT COMMUNICATIONS, INC.",26JAN2005,09JAN2020,19,1,4,48,1,3,22,168,1140,3
0001667415,163769,CHINA TECHFAITH WIRELESS-ADR,31DEC2003,31DEC2017,COMPN,CHINA TECHFAITH WIRELESS COMMUNICATION TECHNOLOGY,23FEB2016,23FEB2016,0,0,0,0,0,0,0,0,1,3
0001321746,163770,REFCO INC,28FEB2001,28FEB2005,COMPN,REFCO INC.,08APR2005,29DEC2006,0,0,0,0,0,0,0,31,86,3
0001114714,163771,KENEXA CORP,31DEC2002,31DEC2011,COMPN,KENEXA CORP,23JUN2000,14FEB2013,8,0,1,24,0,1,17,79,550,3
0001114714,163771,KENEXA CORP,31DEC2002,31DEC2011,COMPN,KENEXA CORP,23JUN2000,14FEB2013,8,0,1,24,0,1,17,79,550,3
0001322705,163772,SPANSION INC,31DEC2003,31DEC2014,COMPN,SPANSION INC.,13APR2005,09FEB2017,14,1,3,35,3,5,8,177,931,3
0001308927,163773,EATON VANCE TX-MGD BUY-WRITE,,,COMPN,EATON VANCE TAX-MANAGED BUY-WRITE INCOME FUND,19NOV2004,26AUG2019,0,0,0,0,0,0,15,0,284,3
0001308927,163773,EATON VANCE TX-MGD BUY-WRITE,,,COMPN,EATON VANCE TAX-MANAGED BUY-WRITE INCOME FUND,19NOV2004,26AUG2019,0,0,0,0,0,0,15,0,284,3
0001303202,163774,EVOLVING GOLD CORP,31MAR2009,31MAR2019,COMPN,EVOLVING GOLD CORP,23SEP2004,29AUG2011,0,0,0,0,0,0,0,0,108,3
0001315054,163781,WORLDSPACE INC,31DEC2000,31DEC2007,COMPN,"WORLDSPACE, INC",13APR2005,28MAY2014,4,1,0,11,1,0,4,58,241,3
0001318117,163787,MARLIN GOLD MINING LTD,30NOV2009,31DEC2017,COMPN,MARLIN GOLD MINING LTD,15FEB2005,03JUN2014,0,0,0,0,0,0,0,0,15,3
0001318117,163787,MARLIN GOLD MINING LTD,30NOV2009,31DEC2017,COMPN,MARLIN GOLD MINING LTD,15FEB2005,03JUN2014,0,0,0,0,0,0,0,0,15,3
0001318117,163787,MARLIN GOLD MINING LTD,30NOV2009,31DEC2017,COMPN,MARLIN GOLD MINING LTD,15FEB2005,03JUN2014,0,0,0,0,0,0,0,0,15,3
0001302084,163797,NEXTSOURCE MATERIALS INC,30JUN2009,30JUN2019,COMPN,NEXTSOURCE MATERIALS INC.,14SEP2004,14MAY2019,21,2,6,44,2,3,13,87,552,3
0001302084,163797,NEXTSOURCE MATERIALS INC,30JUN2009,30JUN2019,COMPN,NEXTSOURCE MATERIALS INC.,14SEP2004,14MAY2019,21,2,6,44,2,3,13,87,552,3
0001302084,163797,NEXTSOURCE MATERIALS INC,30JUN2009,30JUN2019,COMPN,NEXTSOURCE MATERIALS INC.,14SEP2004,14MAY2019,21,2,6,44,2,3,13,87,552,3
0001302084,163797,NEXTSOURCE MATERIALS INC,30JUN2009,30JUN2019,COMPN,NEXTSOURCE MATERIALS INC.,14SEP2004,14MAY2019,21,2,6,44,2,3,13,87,552,3
0001468916,163799,SUROCO ENERGY INC,31DEC2010,31DEC2013,COMPN,SUROCO ENERGY INC.,24JUL2009,24JUL2009,0,0,0,0,0,0,0,0,1,3
0001499961,163806,NET ELEMENT INC,31MAR2010,31DEC2018,COMPN,"NET ELEMENT, INC.",03SEP2010,06FEB2020,13,2,3,28,1,4,13,164,608,3
0001499961,163806,NET ELEMENT INC,31MAR2010,31DEC2018,COMPN,"NET ELEMENT, INC.",03SEP2010,06FEB2020,13,2,3,28,1,4,13,164,608,3
0001499961,163806,NET ELEMENT INC,31MAR2010,31DEC2018,COMPN,"NET ELEMENT, INC.",03SEP2010,06FEB2020,13,2,3,28,1,4,13,164,608,3
0001316463,163807,CLOUGH GLOBAL EQUITY FUND,,,COMPN,CLOUGH GLOBAL EQUITY FUND,04FEB2005,22JAN2020,0,0,0,0,0,0,29,0,408,3
0001308438,163808,RMR PREFERRED DIVIDEND FUND,,,COMPN,RMR PREFERRED DIVIDEND FUND,12NOV2004,09DEC2009,0,0,0,0,0,0,4,9,131,3
0001336644,163819,UNIVERSAL TRAVEL GROUP,31DEC2007,31DEC2011,COMPN,UNIVERSAL TRAVEL GROUP,06SEP2005,27SEP2013,12,2,4,35,3,13,4,121,293,3
0001336644,163819,UNIVERSAL TRAVEL GROUP,31DEC2007,31DEC2011,COMPN,UNIVERSAL TRAVEL GROUP,06SEP2005,27SEP2013,12,2,4,35,3,13,4,121,293,3
0001336644,163819,UNIVERSAL TRAVEL GROUP,31DEC2007,31DEC2011,COMPN,UNIVERSAL TRAVEL GROUP,06SEP2005,27SEP2013,12,2,4,35,3,13,4,121,293,3
0001131312,163822,ZION OIL & GAS INC,31DEC2003,31DEC2018,COMPN,ZION OIL & GAS INC,24JAN2002,04FEB2020,25,3,5,59,11,6,46,321,1221,3
0001608742,163844,NUVEEN DOW 30SM DYN OVRWRITE,,,COMPN,NUVEEN DOW 30SM DYNAMIC OVERWRITE FUND,22MAY2014,13JAN2020,0,0,0,0,0,0,5,1,138,3
0001311877,163845,FIDUCIARY/CLAYMORE DYNMC EQ,,,COMPN,FIDUCIARY/CLAYMORE DYNAMIC EQUITY FUND,17DEC2004,21JAN2010,0,0,0,0,0,0,11,0,117,3
0001311877,163845,FIDUCIARY/CLAYMORE DYNMC EQ,,,COMPN,FIDUCIARY/CLAYMORE DYNAMIC EQUITY FUND,17DEC2004,21JAN2010,0,0,0,0,0,0,11,0,117,3
0001311877,163845,FIDUCIARY/CLAYMORE DYNMC EQ,,,COMPN,FIDUCIARY/CLAYMORE DYNAMIC EQUITY FUND,17DEC2004,21JAN2010,0,0,0,0,0,0,11,0,117,3
0001317080,163846,MADISON STRAT SECTOR PREM FD,,,COMPN,MADISON STRATEGIC SECTOR PREMIUM FUND,09FEB2005,21MAR2019,0,0,0,0,0,0,27,0,291,3
0001319332,163847,ALLIANZGI INTL & PREM STRAT,,,COMPN,ALLIANZGI INTERNATIONAL & PREMIUM STRATEGY FUND,01MAR2005,28AUG2014,0,0,0,0,0,0,12,0,251,2
0001319332,163847,ALLIANZGI INTL & PREM STRAT,,,COMPN,ALLIANZGI INTERNATIONAL & PREMIUM STRATEGY FUND,01MAR2005,28AUG2014,0,0,0,0,0,0,12,0,251,2
0001319332,163847,ALLIANZGI INTL & PREM STRAT,,,COMPN,ALLIANZGI INTERNATIONAL & PREMIUM STRATEGY FUND,01MAR2005,28AUG2014,0,0,0,0,0,0,12,0,251,2
0001319332,163847,ALLIANZGI INTL & PREM STRAT,,,COMPN,ALLIANZGI INTERNATIONAL & PREMIUM STRATEGY FUND,01MAR2005,28AUG2014,0,0,0,0,0,0,12,0,251,2
0001318906,163848,BLACKROCK ENHNCD EQTY YLD FD,,,COMPN,"BLACKROCK ENHANCED EQUITY YIELD FUND, INC.",25FEB2005,21SEP2009,0,0,0,0,0,0,10,1,100,3
0001318906,163848,BLACKROCK ENHNCD EQTY YLD FD,,,COMPN,"BLACKROCK ENHANCED EQUITY YIELD FUND, INC.",25FEB2005,21SEP2009,0,0,0,0,0,0,10,1,100,3
0001084267,163850,MOBIQUITY TECHNOLOGIES INC,31DEC2012,31DEC2018,COMPN,"MOBIQUITY TECHNOLOGIES, INC.",24NOV2003,19SEP2019,23,3,6,60,8,7,8,131,490,3
0001084267,163850,MOBIQUITY TECHNOLOGIES INC,31DEC2012,31DEC2018,COMPN,"MOBIQUITY TECHNOLOGIES, INC.",24NOV2003,19SEP2019,23,3,6,60,8,7,8,131,490,3
0001330969,163863,CV HOLDINGS INC,31DEC2005,31DEC2017,COMPN,"CV HOLDINGS, INC.",16JUN2005,07JUL2015,3,0,0,7,0,0,7,36,192,3
0001330969,163863,CV HOLDINGS INC,31DEC2005,31DEC2017,COMPN,"CV HOLDINGS, INC.",16JUN2005,07JUL2015,3,0,0,7,0,0,7,36,192,3
0001330969,163863,CV HOLDINGS INC,31DEC2005,31DEC2017,COMPN,"CV HOLDINGS, INC.",16JUN2005,07JUL2015,3,0,0,7,0,0,7,36,192,3
0001200528,163870,VANCORD CAPITAL INC,31AUG2011,31AUG2012,COMPN,LYYNKS INC.,25OCT2002,09OCT2013,18,6,2,47,15,0,5,31,207,2
0001200528,163870,VANCORD CAPITAL INC,31AUG2011,31AUG2012,COMPN,LYYNKS INC.,25OCT2002,09OCT2013,18,6,2,47,15,0,5,31,207,2
0001200528,163870,VANCORD CAPITAL INC,31AUG2011,31AUG2012,COMPN,LYYNKS INC.,25OCT2002,09OCT2013,18,6,2,47,15,0,5,31,207,2
0001301854,163871,MIRASOL RESOURCES LTD,30JUN2009,30JUN2019,COMPN,MIRASOL RESOURCES LTD,23AUG2004,11JUN2018,0,0,0,0,0,0,0,0,7,3
0001329799,163872,SQUARE 1 FINANCIAL INC,31DEC2012,31DEC2014,COMPN,SQUARE 1 FINANCIAL INC,08JUN2005,19OCT2015,1,0,0,5,0,0,2,16,189,3
0001321567,163876,NATL WATERWORKS HLDGS-REDH,31DEC2003,31DEC2004,COMPN,"NATIONAL WATERWORKS HOLDINGS, INC.",06APR2005,22SEP2005,0,0,0,0,0,0,0,0,5,2
0001317577,163877,PIKE CORP,30JUN2004,30JUN2014,COMPN,PIKE CORP,18APR2005,12FEB2015,11,0,1,28,0,0,20,94,565,3
0001317577,163877,PIKE CORP,30JUN2004,30JUN2014,COMPN,PIKE CORP,18APR2005,12FEB2015,11,0,1,28,0,0,20,94,565,3
0001317577,163877,PIKE CORP,30JUN2004,30JUN2014,COMPN,PIKE CORP,18APR2005,12FEB2015,11,0,1,28,0,0,20,94,565,3
0001104349,163878,CAPELLA EDUCATION CO,31DEC2004,31DEC2017,COMPN,CAPELLA EDUCATION CO,08MAR2002,13FEB2019,13,0,1,36,0,1,13,119,983,3
0001323531,163879,MAIDENFORM BRANDS INC,31DEC2003,31DEC2012,COMPN,MAIDENFORM BRANDS LLC,21APR2005,15APR2016,8,0,0,25,0,0,21,74,518,3
0001323531,163879,MAIDENFORM BRANDS INC,31DEC2003,31DEC2012,COMPN,MAIDENFORM BRANDS LLC,21APR2005,15APR2016,8,0,0,25,0,0,21,74,518,3
0001031316,163884,FRANKLIN STREET PROPERTIES,31DEC2003,31DEC2018,COMPN,FRANKLIN STREET PROPERTIES CORP /MA/,30APR2001,04FEB2020,20,0,2,61,2,4,31,167,582,3
